"name","title","description","updated"
"71097ned","Historie werkstakingen","Geschillen, verloren arbeidsdagen en betrokken werknemers 
Verslagjaar","2016-05-02T02:00:00"
"80598ned","Leden van vakverenigingen; geslacht en leeftijd","Leden van vakverenigingen
Vakcentrales en Overige vakverenigingen, geslacht en leeftijd","2015-10-29T02:00:00"
"60061ned","Werkstakingen;  diverse kenmerken","Geschillen, verloren arbeidsdagen en betrokken werknemers 
Economische activiteit en oorzaak geschil","2016-07-21T02:00:00"
"80072ned","Ziekteverzuimpercentage; bedrijfstakken (SBI 2008) en grootteklassen","Ziekteverzuimpercentage
Bedrijfstakken (SBI 2008) en grootteklassen","2016-06-29T02:00:00"
"83415NED","Ziekteverzuim volgens werknemers; arbeidsomstandigheden ","Ziekteverzuim volgens werknemers
Werkdruk, zelfstandigheid, slachtofferschap en burn-out   ","2016-06-10T02:00:00"
"83130NED","Ziekteverzuim volgens werknemers; bedrijfstak en vestigingsgrootte","Aandeel verzuimd, verzuimfrequentie, verzuimduur, werkgerelateerd
Bedrijfstakken, hoofdgroepen, secties SBI 2008","2016-05-17T02:00:00"
"83056NED","Ziekteverzuim volgens werknemers; geslacht en leeftijd","Ziekteverzuimpercentage, verzuimduur, verzuimfrequentie, werkgerelateerd
Geslacht en leeftijd","2016-05-17T02:00:00"
"83057NED","Ziekteverzuim volgens werknemers; herkomst en onderwijsniveau","Ziekteverzuimpercentage, verzuimduur, verzuimfrequentie, werkgerelateerd
Herkomst, onderwijsniveau","2016-05-17T02:00:00"
"80710ned","Arbeidsmarktmobiliteit; ziek en met kind, 2003-2010","Arbeidsmarktmobiliteit personen met of zonder langdurige aandoening
naar wel of geen kinderen in het huishouden.","2014-02-21T02:00:00"
"80709ned","Arbeidsmarktmobiliteit bij ziekte, 2003-2010","Arbeidsmarktmobiliteit personen met of zonder langdurige aandoening
naar leeftijd, opleidingsniveau en andere persoonskenmerken.","2014-02-21T02:00:00"
"71856ned","Arbeidspatroon ouders; verandering na de geboorte van hun eerste kind","Verandering in arbeidspatroon van ouders na de geboorte 
van hun eerste kind","2014-06-20T02:00:00"
"72022ned","Ouderschapsverlof; gebruik en duur","Ouderschapsverlof, rechthebbenden, gebruikers, duur
naar geslacht","2014-04-08T02:00:00"
"71507ned","Huishoudens; aantal dagen en uren formele opvang per week","Gebruik formele opvang in huishoudens met 
kinderen jonger dan 13 jaar ","2014-03-25T02:00:00"
"71506ned","Huishoudens; voornaamste vorm van kinderopvang buiten huishouden","Belangrijkste vorm van kinderopvang buiten het huishouden voor
huishoudens met kinderen jonger dan 13 jaar ","2014-03-25T02:00:00"
"71957ned","Moeders; binding met de arbeidsmarkt","Arbeidsdeelname, arbeidsduur en arbeidsmotivatie 
bij moeders met een kind onder de 18 jaar","2014-06-27T02:00:00"
"80551ned","Personen met een langdurende zorgsituatie naar arbeidspositie","Personen met een langdurende zorgsituatie
arbeidspositie en arbeidsduur, persoonskenmerken","2012-04-26T02:00:00"
"71505ned","Werknemers; gebruik van en behoefte aan ouderschapsverlof","Gebruik van en behoefte aan ouderschapsverlof bij 
werknemers van 15 tot 65 jaar met kinderen jonger dan 8 jaar ","2014-03-25T02:00:00"
"71516ned","Werknemers; zorg voor ziek familielid en gebruik van verlofregelingen","Gebruik van en behoefte aan verlofregelingen onder werknemers 
die te maken hebben gehad met een lang - en/of kortdurende zorgsituatie ","2014-03-25T02:00:00"
"71330ned","AOW-uitkeringen","AOW-uitkeringen naar geslacht, leeftijd, burgerlijke staat,
herkomstgroepering en woonland.","2016-08-31T02:00:00"
"71472ned","AOW-uitkeringen naar regio","AOW - uitkeringen naar geslacht, leeftijd en regio.
Geslacht, leeftijd en Regio","2016-07-29T02:00:00"
"80905ned","Arbeidsongeschiktheid; uitgekeerde bedragen per maand","Uitgekeerde bedragen arbeidsongeschiktheid
Wet / Regeling en periode","2016-03-15T02:00:00"
"80903ned","Arbeidsongeschiktheid; aantal uitkeringen per maand","Aantal AO-uitkeringen per maand
Geslacht, leeftijd, herkomst, mate ao, diagnose, periode","2016-03-15T02:00:00"
"80906ned","Arbeidsongeschiktheid; aantal nieuwe en beëindigde uitkeringen","Arbeidsongeschiktheidsuitkeringen in- en uitstroom
Geslacht, leeftijd, AO-wet en periode","2016-03-15T02:00:00"
"80907ned","Arbeidsongeschiktheid; aantal uitkeringen naar regio","Arbeidsongeschiktheidsuitkeringen regionaal
Geslacht, leeftijd, regio's, periode","2016-03-15T02:00:00"
"80904NED","Arbeidsongeschiktheidsuitkering per wet; kenmerken ontvangers","Arbeidsongeschiktheidsuitkeringen per wet per 31 december
Medische oorzaak, mate van AO, WSW-indicatie, UWV-bedrijfssector","2016-03-15T02:00:00"
"82020NED","Bijstand; bijstandsvorderingen naar ontstaansgrond en regio","Openstaande vorderingen van gemeenten op (ex-)ontvangers van bijstands-
of bijstandsgerelateerde uitkering naar ontstaansgrond vorderingen, regio","2016-07-29T02:00:00"
"83062NED","Re-integratie; voorzieningen naar type en regio","Re-integratievoorzieningen (loonkostensubsidies, WIW/ID-banen etc.)
Regio's","2016-08-31T02:00:00"
"82343NED","Re-integratie; aantal personen, persoonskenmerken en type voorzieningen","Persoonskenmerken, re-integratievoorzieningen
Geslacht, leeftijd, herkomstgroepering","2016-08-31T02:00:00"
"83063NED","Re-integratie; nieuwe en beëindigde voorzieningen naar type en regio","Rer-integratievoorzieningen (loonkostensubsidies, WIW/ID-banen etc.)
Regio's","2016-08-31T02:00:00"
"82342NED","Re-integratie; aantallen voorzieningen, type, regio","Loonkostensubsidies, WIW/ID-banen, participatieplaatsen
Regio","2015-07-14T02:00:00"
"82015NED","Bijstandsuitkeringen; uitkeringsgrondslag, regio's","Aantal bijstandsuitkeringen, grondslag
Regio's","2016-08-31T02:00:00"
"83450NED","Sociale zekerheid; bijstand, re-integratie en WSW, gemeenten, 2015","Indicatoren sociale zekerheid: bijstand, re-integratie, WSW
Leeftijd, gemeenten 2015","2016-06-30T02:00:00"
"82666NED","Personen met bijstand; duur van de beëindigde uitkeringssituatie","Personen met een beëindigde bijstandsuitkering
Geslacht, leeftijd, herkomst en uitkeringsduur","2016-05-31T02:00:00"
"82663NED","Personen met bijstand; duur van de lopende uitkeringssituatie","Personen met een lopende bijstandsuitkering
Geslacht, leeftijd, herkomst, uitkeringsduur, ultimo kwartaalcijfers","2016-05-31T02:00:00"
"82662NED","Personen met een bijstandsuitkering; (her)instroom en uitstroom","Aantal personen dat (her)instroomt in en uitstroomt uit de bijstand 
Geslacht, leeftijd, herkomst","2016-08-31T02:00:00"
"82016NED","Personen met bijstand; persoonskenmerken","Geslacht, leeftijd en herkomstgroepering
Perioden","2016-08-31T02:00:00"
"83426NED","Personen met een uitkering; uitkeringsontvangers per uitkeringssoort","Personen met een uitkering; aantal per uitkeringssoort
Uitkeringssoort","2016-06-15T02:00:00"
"83427NED","Personen met een uitkering; kenmerken uitkeringsontvangers","Personen met een uitkering, aantal per uitkeringssoort
Geslacht, leeftijd en herkomstgroepering","2016-06-15T02:00:00"
"80794ned","Personen met een uitkering; uitkeringsontvangers naar regio","Personen met een uitkering
Regio","2016-06-15T02:00:00"
"83173NED","Personen met een uitkering; soort uitkering, wijken en buurten 2015","Personen met een uitkering per soort uitkering
Wijken en buurten 2015","2016-06-15T02:00:00"
"83012NED","Personen met een uitkering; soort uitkering, wijken en buurten 2014","Personen met een sociale zekerheidsuitkering totaal en in procenten van  
het aantal inwoners van 15 jaar en ouder per gemeente, wijk en buurt","2015-10-13T02:00:00"
"83483NED","Personen met WW-uitkering; geslacht, leeftijd, herkomstgroepering","Personen met een werkloosheidsuitkering
Geslacht, leeftijd, herkomst","2016-08-31T02:00:00"
"81574NED","Uitkeringsontvangers; inkomstenbron vóór instroom of na uitstroom","Uitkeringsontvangers en hun inkomstenbron vóór instroom en na uitstroom
Geslacht, leeftijd, herkomstgroepering, inkomstenbron","2016-03-01T02:00:00"
"82316NED","Personen met een WW-uitkering; baan- en WW-situatie op peilmomenten","Arbeidsmarktpositie en werkhervatting van personen ingestroomd in de WW
Leeftijd, peilmoment, arbeidsmarktpositie, instroomjaar  ","2016-01-22T06:30:00"
"03774wwb","Uitgekeerde bedragen WW per maand, kwartaal en jaar","Uitkeringen op grond van de Werkloosheidswet in mln euro.
Wachtgeld- en Werkloosheidsfonds","2016-02-29T02:00:00"
"70226ned","Aantal WW-uitkeringen; seizoengecorrigeerd","Aantal WW-uitkeringen seizoengecorrigeerd.
Geslacht","2016-02-29T02:00:00"
"37789ksz","Sociale zekerheid; kerncijfers, uitkeringen naar uitkeringssoort","Kerncijfers sociale zekerheid.
Totaal aantal uitkeringen","2016-08-31T02:00:00"
"03763","Tijdreeksen sociale zekerheid","Uitkeringen en uitgekeerde bedragen in het kader van ziekte, AOW, Anw,
AKW, arbeidsongeschiktheid, werkloosheid en algemene bijstand.","2015-10-02T02:00:00"
"81589NED","Bedrijven; bedrijfstak","Bedrijven naar de meest gedetailleerde branches/bedrijfstakken en
naar bedrijfsgrootte en rechtsvorm","2016-07-19T02:00:00"
"83147NED","Bedrijven; fusies en overnames, bedrijfsgrootte, rechtsvorm, bedrijfstak","Fusies en overnames van bedrijven naar grootte, rechtsvorm en bedrijfstak
ken/branches (SBI 2008)","2016-07-22T02:00:00"
"81588NED","Bedrijven; bedrijfsgrootte en rechtsvorm","Aantal bedrijven naar bedrijfsgrootte, gedetailleerde rechtsvorm en 
naar branches/bedrijfstakken (SBI 2008)","2016-07-19T02:00:00"
"83149NED","Bedrijven; opheffingen, bedrijfsgrootte, rechtsvorm, bedrijfstak","Opheffingen van bedrijven naar grootte, rechtsvorm en bedrijfstakken/
branches (SBI 2008)","2016-07-22T02:00:00"
"83148NED","Bedrijven; oprichtingen, bedrijfsgrootte, rechtsvorm, bedrijfstak ","Oprichtingen van bedrijven naar grootte, rechtsvorm en bedrijfstakken/
branches (SBI 2008)","2016-07-22T02:00:00"
"83328NED","Bedrijven; snelle groeiers, bedrijfsgrootte, rechtsvorm, bedrijfstak ","Snelgroeiende bedrijven naar grootte, rechtsvorm en bedrijfstakken/
branches (SBI 2008)","2016-07-29T02:00:00"
"82242NED","Uitgesproken faillissementen; kerncijfers","Uitgesproken faillissementen; kerncijfers
Natuurlijke personen, eenmanszaken en bedrijven & instellingen","2016-09-09T06:30:00"
"82244NED","Uitgesproken faillissementen; bedrijven en instellingen, SBI 2008","Uitgesproken faillissementen
Type gefailleerde en bedrijfsactiviteiten","2016-09-09T06:30:00"
"82243NED","Uitgesproken faillissementen; natuurlijke personen, regio","Uitgesproken faillissementen
Type gefailleerde en regio","2016-09-09T06:30:00"
"83085NED","Uitgesproken faillissementen, zittingsdaggecorrigeerd","Uitgesproken faillissementen; zittingsdag gecorrigeerd
Natuurlijke personen, eenmanszaken, bedrijven en instellingen","2016-09-09T06:30:00"
"82522NED","Uitgesproken faillissementen; bedrijven en instellingen, regio","Uitgesproken faillissementen
Type gefailleerde en regio","2016-09-09T06:30:00"
"81996NED","Vestigingen van bedrijven; zeggenschap, bedrijfstak, regio","Vestigingen, buitenlandse zeggenschap
SBI 2008, regio","2016-06-17T02:00:00"
"81578NED","Vestigingen van bedrijven; bedrijfstak, regio","Vestigingen van bedrijven naar economische activiteit
Bedrijfstakken/branches SBI 2008, regio's","2016-07-19T02:00:00"
"81441ned","Vestigingen; omzet, personele kosten, toegevoegde waarde, regio's, SBI2008","Netto omzet, personele kosten en bruto toegevoegde waarde tegen markt-
prijzen van vestigingen van bedrijven naar bedrijfstak en per regio","2015-09-03T02:00:00"
"81575NED","Vestigingen van bedrijven; bedrijfstak, gemeente","Vestigingen van bedrijven naar bedrijfstak (SBI 2008) en gemeenten
Bedrijfstakken/branches SBI 2008, regio's","2016-07-19T02:00:00"
"81841NED","Vestigingen van bedrijven; oprichtingen en opheffingen, bedrijfstak, regio","Oprichtingen en opheffingen van vestigingen van bedrijven
Bedrijfstakken en regio's","2014-09-30T02:00:00"
"81644NED","Vestigingen van bedrijven; grootte, rechtsvorm, bedrijfstak, regio","Vestigingen, grootte naar werkzame personen, eenmanszaken, VOF, CV,
maatschap, NV's, BV's, overige rechtsvormen, SBI 2008, COROP, provincie","2016-07-19T02:00:00"
"82437NED","Conjunctuurenquête Nederland; kwartaal, bedrijfsgrootte","Ontwikkelingen, verwachtingen en oordelen van het bedrijfsleven
Bedrijfsgrootte","2016-08-16T06:30:00"
"81838NED","Bedrijfsleven; Conjunctuurbeeld per bedrijfstak, SBI 2008","Indexcijfers en ontwikkelingen van de omzet en prijzen,conjunctuurbeeld, 
faillissementen en structuurgegevens per bedijfstak","2016-09-14T02:00:00"
"82435NED","Conjunctuurenquête Nederland; kwartaal, bedrijfstakken","Ontwikkelingen, verwachtingen en oordelen van het bedrijfsleven
Bedrijfstakken","2016-09-08T02:00:00"
"81238ned","Conjunctuurenquête Nederland; regio, maand","Realisaties, verwachtingen en oordelen in het bedrijfsleven
Productie, omzet, orders, prijzen, personeel, voorraden, ec. klimaat","2016-08-30T06:30:00"
"82436NED","Conjunctuurenquête Nederland; kwartaal, regio","Ontwikkelingen, verwachtingen en oordelen van het bedrijfsleven
Regio","2016-08-16T06:30:00"
"82675NED","Ondernemersvertrouwen; bedrijfstakken (SBI 2008)","Ondernemersvertrouwen 
naar bedrijfstakken","2016-08-16T06:30:00"
"81234ned","Producentenvertrouwen; stemmingsindicator van de industrie, bedrijfstak","Producentenvertrouwen en deelindicatoren
bedrijvigheid, orderpostitie, voorraden en bedrijfstakken (SBI 2008)","2016-08-30T06:30:00"
"80348ned","Bedrijven; benchmarkgegevens van bedrijfsopbrengsten en -kosten, SBI 2008","Bedrijfsgegevens (opbrengsten, lasten, resultaat) en werkzame personen
Benchmark-waarden per bedrijfstak en branche (SBI 2008) naar periode ","2012-09-21T02:00:00"
"82190NED","Bedrijfsgegevens; omzetontwikkeling (stijgers-dalers), SBI 2008","Bedrijven ingedeeld naar omzetstijging en omzetdaling
Bedrijfstakken/branches naar bedrijfsomvang (aantal werkzame personen)","2016-07-20T02:00:00"
"81320ned","Bedrijfsgegevens; economische invloed bedrijfstak","Bedrijven, werkzame personen, bedrijfsopbrengsten, bedrijfslasten
SBI 2008, bedrijfstakken","2011-10-18T02:00:00"
"81321ned","Bedrijfsgegevens; economische invloed bedrijfsomvang","Bedrijven, werkzame personen, bedrijfsopbrengsten, bedrijfslasten
SBI 2008, bedrijfsomvang","2011-10-18T02:00:00"
"81377ned","Financiële kengetallen; niet-financiële ondernemingen","Rentabiliteit, solvabiliteit, quick en current ratio
Bedrijfsomvang, standaard bedrijfsindeling (SBI 2008)","2015-03-20T02:00:00"
"80262ned","Financiën grote ondernemingen; niet-financiële sector, SBI 2008","Balans en resultatenrekening van grote ondernemingen in de 
niet-financiële sector naar activiteit en naar buitenlands belang.","2016-03-15T02:00:00"
"81837NED","Financiën alle ondernemingen; niet-financiële sector, SBI 2008","Balans en resultatenrekening (jaarrekening) van alle ondernemingen in de
niet-financiële sector naar economische activiteit.","2016-03-15T02:00:00"
"81352ned","Investering in materiële vaste activa; SBI2008","Investeringen, materiële vaste activa, productiemiddelen, bedrijven
SBI 2008, Soorten vaste activa","2016-07-29T02:00:00"
"81351ned","Investering in materiële vaste activa; SBI2008, regio ","Investeringen, materiële vaste activa, productiemiddelen, bedrijven
Regio, SBI 2008, Soorten vaste activa","2016-06-10T02:00:00"
"80728ned","Investeringen door bedrijven in de industrie; verwachtingen en motieven","Investeringen, verwachtingen, motieven, bedrijven, industrie
Bedrijfstak, SBI 2008","2016-06-08T02:00:00"
"82278NED","Bedrijfskenmerk koplopers, achterblijvers; invalshoek arbeidsproductiviteit","Bedrijfskenmerken van koplopers en achterblijvers
Naar branches (SBI 2008) en perioden","2013-11-15T15:00:00"
"82280NED","Bedrijfskenmerk koplopers, achterblijvers; invalshoek rentabiliteit","Bedrijfskenmerken van koplopers en achterblijvers
Naar branches (SBI 2008) en perioden","2013-11-15T15:00:00"
"82281NED","Bedrijfskenmerk koplopers, achterblijvers; invalshoek winstmarge","Bedrijfskenmerken van koplopers en achterblijvers
Naar branches (SBI 2008) en perioden","2013-11-15T15:00:00"
"81156ned","Bedrijfsleven; arbeids- en financiële gegevens, per branche, SBI 2008","Bedrijfsleven; banen en arbeidsvolume, baten en lasten, resultaten
Industrie, bouw, handel en horeca, transport en zakelijke diensten","2016-03-17T02:00:00"
"71805NED","Verplaatsing bedrijfsact.; verwacht effect op banen in bedrijf, 2007","Verplaatsing van bedrijfsactiviteiten naar het effect daarvan op de 
(toekomstige) werkgelegenheid binnen het eigen bedrijf. ","2009-02-16T10:17:00"
"71731NED","Verplaatsing bedrijfsactiviteiten; belemmeringen, 2007","Verplaatsing van bedrijfsactiviteiten naar aard van de belemmeringen en 
naar het belang daarvan in relatie tot de verplaatsing.","2008-12-10T09:33:00"
"71804NED","Verplaatsing bedrijfsactiviteiten; effecten, 2007","Verplaatste bedrijfsactiviteiten naar het motief voor de 
verplaatsing en het ervaren effect van de verplaatsing.","2009-02-16T10:20:00"
"71730NED","Verplaatste bedrijfsactiviteiten; landengroep en soort activiteit, 2007","Verplaatsing van bedrijfsactiviteiten naar (hoofd)activiteit en 
internationale regio (EU, Azië en overige gebieden).","2008-12-10T09:31:00"
"71803NED","Verplaatsing bedrijfsactiviteiten; motieven, 2007","Verplaatsing van bedrijfsactiviteiten naar motief voor de (voorgenomen)
verplaatsing en mate van belangrijkheid van de verplaatsing.","2008-12-10T09:35:00"
"71729NED","Verplaatsing bedrijfsactiviteiten; sector en juridische zeggenschap, 2007","Verplaatsing van bedrijfsactiviteiten naar sector, ondernemingengroep 
naar zeggenschap en grootteklasse naar aantal werkzame personen. ","2008-12-10T09:32:00"
"81615NED","Nederlandse zeggenschap bedrijven buiten EU-zone; land en SBI 2008","Omzet, werkzame personen en het aantal bedrijven buiten de EU-zone
waarover een Nederlandse institutionele eenheid zeggenschap heeft.","2016-09-01T02:00:00"
"81358ned","Buitenlandse zeggenschap over bedrijven in Nederland; kerncijfers, SBI 2008","aantal bedrijven, werkgelegenheid,bedrijfsopbrengsten, bedrijfslasten
economische activiteit (SBI 2008), land van uiteindelijke zeggenschap","2015-10-30T02:00:00"
